0.054688 	 0.000000 
0.058594 	 0.001953 
0.054688 	 0.000000 
0.058594 	 0.001953 
0.062500 	 0.000000 
0.070312 	 0.001953 
0.070312 	 0.000000 
0.070312 	 0.001953 
0.074219 	 0.000000 
0.082031 	 -0.001953 
0.078125 	 0.000000 
0.082031 	 0.001953 
0.082031 	 0.000000 
0.089844 	 -0.001953 
0.089844 	 -0.003906 
0.082031 	 -0.001953 
0.078125 	 -0.003906 
0.082031 	 -0.001953 
0.082031 	 -0.003906 
0.078125 	 -0.001953 
0.078125 	 -0.003906 
0.078125 	 -0.001953 
0.074219 	 -0.003906 
0.078125 	 -0.005859 
0.078125 	 -0.007812 
0.078125 	 -0.005859 
0.074219 	 -0.007812 
0.074219 	 -0.005859 
0.078125 	 -0.007812 
0.082031 	 -0.009766 
0.078125 	 -0.011719 
0.085938 	 -0.009766 
0.085938 	 -0.007812 
0.085938 	 -0.009766 
0.085938 	 -0.007812 
0.089844 	 -0.009766 
0.089844 	 -0.011719 
0.093750 	 -0.013672 
0.089844 	 -0.015625 
0.089844 	 -0.013672 
0.089844 	 -0.015625 
0.089844 	 -0.013672 
0.085938 	 -0.015625 
0.089844 	 -0.013672 
0.089844 	 -0.011719 
0.082031 	 -0.013672 
0.082031 	 -0.011719 
0.082031 	 -0.013672 
0.085938 	 -0.015625 
0.089844 	 -0.017578 
0.085938 	 -0.015625 
0.082031 	 -0.013672 
0.082031 	 -0.015625 
0.078125 	 -0.013672 
0.082031 	 -0.011719 
0.082031 	 -0.009766 
0.085938 	 -0.011719 
0.089844 	 -0.009766 
0.085938 	 -0.011719 
0.085938 	 -0.013672 
0.085938 	 -0.015625 
0.085938 	 -0.013672 
0.089844 	 -0.011719 
0.089844 	 -0.013672 
0.089844 	 -0.015625 
0.085938 	 -0.017578 
0.085938 	 -0.015625 
0.085938 	 -0.017578 
0.082031 	 -0.019531 
0.074219 	 -0.017578 
0.078125 	 -0.015625 
0.078125 	 -0.013672 
0.074219 	 -0.011719 
0.074219 	 -0.013672 
0.074219 	 -0.011719 
0.070312 	 -0.009766 
0.074219 	 -0.007812 
0.070312 	 -0.005859 
0.074219 	 -0.003906 
0.074219 	 -0.005859 
0.066406 	 -0.007812 
0.074219 	 -0.009766 
0.074219 	 -0.011719 
0.070312 	 -0.013672 
0.070312 	 -0.011719 
0.074219 	 -0.009766 
0.070312 	 -0.011719 
0.070312 	 -0.009766 
0.070312 	 -0.011719 
0.070312 	 -0.013672 
0.062500 	 -0.011719 
0.070312 	 -0.009766 
0.074219 	 -0.011719 
0.074219 	 -0.009766 
0.070312 	 -0.007812 
0.074219 	 -0.005859 
0.078125 	 -0.003906 
0.074219 	 -0.001953 
0.078125 	 0.000000 
0.078125 	 0.001953 
0.078125 	 0.000000 
0.074219 	 0.001953 
0.070312 	 0.003906 
0.074219 	 0.005859 
0.082031 	 0.003906 
0.078125 	 0.001953 
0.082031 	 0.003906 
0.078125 	 0.005859 
0.082031 	 0.007812 
0.078125 	 0.005859 
0.074219 	 0.003906 
0.078125 	 0.001953 
0.082031 	 0.000000 
0.078125 	 -0.001953 
0.074219 	 -0.003906 
0.078125 	 -0.005859 
0.070312 	 -0.003906 
0.062500 	 -0.005859 
0.058594 	 -0.003906 
0.054688 	 -0.005859 
0.058594 	 -0.003906 
0.058594 	 -0.005859 
0.050781 	 -0.007812 
0.054688 	 -0.009766 
0.050781 	 -0.007812 
0.054688 	 -0.009766 
0.050781 	 -0.007812 
0.042969 	 -0.005859 
0.039062 	 -0.007812 
0.039062 	 -0.009766 
0.042969 	 -0.007812 
0.046875 	 -0.005859 
0.042969 	 -0.007812 
0.046875 	 -0.005859 
0.046875 	 -0.003906 
0.046875 	 -0.001953 
0.050781 	 0.000000 
0.046875 	 -0.001953 
0.042969 	 0.000000 
0.039062 	 0.001953 
0.031250 	 0.000000 
0.035156 	 -0.001953 
0.039062 	 0.000000 
0.039062 	 -0.001953 
0.035156 	 0.000000 
0.035156 	 0.001953 
0.035156 	 0.000000 
0.035156 	 -0.001953 
0.035156 	 -0.003906 
0.035156 	 -0.005859 
0.035156 	 -0.007812 
0.031250 	 -0.005859 
0.039062 	 -0.007812 
0.042969 	 -0.005859 
0.042969 	 -0.003906 
0.039062 	 -0.001953 
0.039062 	 0.000000 
0.042969 	 0.001953 
0.042969 	 0.003906 
0.046875 	 0.005859 
0.050781 	 0.003906 
0.058594 	 0.005859 
0.054688 	 0.003906 
0.050781 	 0.001953 
0.050781 	 0.000000 
0.054688 	 0.001953 
0.050781 	 0.000000 
0.050781 	 0.001953 
0.054688 	 0.003906 
0.046875 	 0.001953 
0.050781 	 0.003906 
0.054688 	 0.005859 
0.050781 	 0.007812 
0.050781 	 0.005859 
0.050781 	 0.003906 
0.054688 	 0.001953 
0.058594 	 0.000000 
0.062500 	 -0.001953 
0.054688 	 -0.003906 
0.050781 	 -0.001953 
0.058594 	 0.000000 
0.058594 	 -0.001953 
0.062500 	 -0.003906 
0.066406 	 -0.001953 
0.066406 	 -0.003906 
0.070312 	 -0.005859 
0.070312 	 -0.007812 
0.070312 	 -0.009766 
0.070312 	 -0.011719 
0.074219 	 -0.013672 
0.074219 	 -0.011719 
0.070312 	 -0.013672 
0.066406 	 -0.015625 
0.058594 	 -0.017578 
0.058594 	 -0.019531 
0.058594 	 -0.017578 
0.058594 	 -0.019531 
0.058594 	 -0.017578 
0.058594 	 -0.015625 
0.058594 	 -0.017578 
0.058594 	 -0.015625 
0.062500 	 -0.013672 
0.066406 	 -0.015625 
0.066406 	 -0.013672 
0.070312 	 -0.011719 
0.070312 	 -0.009766 
0.070312 	 -0.011719 
0.070312 	 -0.013672 
0.066406 	 -0.011719 
0.066406 	 -0.013672 
0.066406 	 -0.015625 
0.066406 	 -0.017578 
0.066406 	 -0.015625 
0.062500 	 -0.017578 
0.062500 	 -0.019531 
0.062500 	 -0.021484 
0.066406 	 -0.019531 
0.070312 	 -0.017578 
0.070312 	 -0.015625 
0.070312 	 -0.013672 
0.066406 	 -0.011719 
0.066406 	 -0.009766 
0.070312 	 -0.007812 
0.074219 	 -0.005859 
0.082031 	 -0.003906 
0.089844 	 -0.005859 
0.085938 	 -0.003906 
0.085938 	 -0.005859 
0.082031 	 -0.007812 
0.085938 	 -0.005859 
0.078125 	 -0.007812 
0.082031 	 -0.009766 
0.089844 	 -0.007812 
0.093750 	 -0.005859 
0.093750 	 -0.007812 
0.093750 	 -0.005859 
0.093750 	 -0.003906 
0.097656 	 -0.005859 
0.089844 	 -0.007812 
0.089844 	 -0.005859 
0.093750 	 -0.007812 
0.089844 	 -0.005859 
0.089844 	 -0.003906 
0.085938 	 -0.001953 
0.085938 	 0.000000 
0.085938 	 0.001953 
0.089844 	 0.000000 
0.089844 	 0.001953 
0.089844 	 0.003906 
0.082031 	 0.001953 
0.082031 	 0.003906 
0.078125 	 0.005859 
0.078125 	 0.003906 
0.078125 	 0.005859 
0.082031 	 0.003906 
0.082031 	 0.005859 
0.085938 	 0.007812 
0.089844 	 0.009766 
0.089844 	 0.011719 
0.085938 	 0.013672 
0.082031 	 0.011719 
0.078125 	 0.013672 
0.070312 	 0.011719 
0.074219 	 0.009766 
0.074219 	 0.007812 
0.070312 	 0.009766 
0.070312 	 0.011719 
0.070312 	 0.009766 
0.070312 	 0.007812 
0.066406 	 0.005859 
0.062500 	 0.007812 
0.058594 	 0.005859 
0.058594 	 0.003906 
0.054688 	 0.005859 
0.058594 	 0.003906 
0.058594 	 0.001953 
0.054688 	 0.003906 
0.050781 	 0.001953 
0.050781 	 0.000000 
0.050781 	 -0.001953 
0.050781 	 -0.003906 
0.042969 	 -0.001953 
0.042969 	 -0.003906 
0.042969 	 -0.001953 
0.042969 	 -0.003906 
0.039062 	 -0.001953 
0.042969 	 -0.003906 
0.050781 	 -0.001953 
0.046875 	 0.000000 
0.039062 	 -0.001953 
0.039062 	 -0.003906 
0.042969 	 -0.001953 
0.042969 	 0.000000 
0.042969 	 0.001953 
0.042969 	 0.000000 
0.039062 	 -0.001953 
0.042969 	 0.000000 
0.042969 	 0.001953 
0.035156 	 0.003906 
0.031250 	 0.001953 
0.023438 	 0.000000 
0.019531 	 -0.001953 
0.011719 	 0.000000 
0.011719 	 -0.001953 
0.007812 	 -0.003906 
0.007812 	 -0.005859 
0.011719 	 -0.007812 
0.011719 	 -0.009766 
0.003906 	 -0.007812 
0.003906 	 -0.005859 
0.000000 	 -0.003906 
0.000000 	 -0.005859 
0.003906 	 -0.003906 
0.000000 	 -0.005859 
0.000000 	 -0.003906 
0.003906 	 -0.001953 
0.000000 	 -0.003906 
0.000000 	 -0.005859 
-0.003906 	 -0.007812 
0.000000 	 -0.005859 
0.000000 	 -0.007812 
-0.003906 	 -0.005859 
-0.007812 	 -0.007812 
-0.011719 	 -0.005859 
-0.011719 	 -0.003906 
-0.007812 	 -0.005859 
-0.011719 	 -0.007812 
-0.011719 	 -0.005859 
-0.015625 	 -0.007812 
-0.015625 	 -0.009766 
-0.015625 	 -0.011719 
-0.015625 	 -0.013672 
-0.019531 	 -0.015625 
-0.019531 	 -0.013672 
-0.023438 	 -0.011719 
-0.019531 	 -0.013672 
-0.015625 	 -0.011719 
-0.015625 	 -0.009766 
-0.007812 	 -0.007812 
-0.007812 	 -0.005859 
-0.003906 	 -0.007812 
-0.003906 	 -0.009766 
-0.007812 	 -0.007812 
-0.015625 	 -0.005859 
-0.015625 	 -0.003906 
-0.023438 	 -0.001953 
-0.019531 	 0.000000 
-0.011719 	 0.001953 
-0.015625 	 0.000000 
-0.019531 	 -0.001953 
-0.019531 	 0.000000 
-0.015625 	 0.001953 
-0.015625 	 0.000000 
-0.015625 	 -0.001953 
-0.015625 	 -0.003906 
-0.015625 	 -0.001953 
-0.019531 	 0.000000 
-0.019531 	 -0.001953 
-0.023438 	 -0.003906 
-0.023438 	 -0.001953 
-0.031250 	 0.000000 
-0.027344 	 0.001953 
-0.027344 	 0.000000 
-0.023438 	 0.001953 
-0.019531 	 0.000000 
-0.015625 	 0.001953 
-0.015625 	 0.003906 
-0.019531 	 0.005859 
-0.019531 	 0.007812 
-0.015625 	 0.005859 
-0.015625 	 0.007812 
-0.011719 	 0.005859 
-0.003906 	 0.007812 
0.000000 	 0.009766 
0.003906 	 0.011719 
0.000000 	 0.013672 
-0.003906 	 0.011719 
-0.003906 	 0.009766 
-0.007812 	 0.011719 
-0.003906 	 0.013672 
0.000000 	 0.011719 
-0.003906 	 0.013672 
-0.007812 	 0.011719 
-0.007812 	 0.013672 
-0.007812 	 0.015625 
-0.007812 	 0.013672 
-0.011719 	 0.011719 
-0.015625 	 0.009766 
-0.011719 	 0.007812 
-0.011719 	 0.005859 
-0.007812 	 0.007812 
-0.003906 	 0.005859 
-0.003906 	 0.003906 
-0.007812 	 0.005859 
-0.007812 	 0.007812 
-0.003906 	 0.005859 
-0.003906 	 0.003906 
-0.007812 	 0.001953 
-0.003906 	 0.003906 
0.000000 	 0.001953 
-0.003906 	 0.000000 
0.003906 	 -0.001953 
0.000000 	 0.000000 
0.003906 	 -0.001953 
0.003906 	 0.000000 
0.000000 	 -0.001953 
-0.003906 	 -0.003906 
-0.003906 	 -0.005859 
-0.003906 	 -0.007812 
-0.003906 	 -0.009766 
-0.003906 	 -0.011719 
-0.007812 	 -0.009766 
-0.011719 	 -0.011719 
-0.007812 	 -0.009766 
-0.003906 	 -0.007812 
0.000000 	 -0.009766 
0.003906 	 -0.007812 
0.000000 	 -0.009766 
-0.003906 	 -0.007812 
-0.007812 	 -0.005859 
-0.007812 	 -0.003906 
-0.007812 	 -0.001953 
0.000000 	 -0.003906 
-0.003906 	 -0.001953 
-0.003906 	 0.000000 
-0.011719 	 -0.001953 
-0.007812 	 0.000000 
-0.003906 	 -0.001953 
-0.007812 	 -0.003906 
-0.011719 	 -0.005859 
-0.011719 	 -0.007812 
-0.015625 	 -0.009766 
-0.011719 	 -0.011719 
-0.007812 	 -0.013672 
-0.007812 	 -0.015625 
-0.003906 	 -0.017578 
-0.003906 	 -0.015625 
0.003906 	 -0.013672 
0.007812 	 -0.011719 
0.011719 	 -0.009766 
0.011719 	 -0.011719 
0.015625 	 -0.013672 
0.019531 	 -0.015625 
0.019531 	 -0.013672 
0.023438 	 -0.011719 
0.019531 	 -0.009766 
0.015625 	 -0.011719 
0.007812 	 -0.013672 
0.007812 	 -0.015625 
0.007812 	 -0.013672 
0.007812 	 -0.011719 
0.007812 	 -0.009766 
0.003906 	 -0.011719 
0.003906 	 -0.013672 
0.000000 	 -0.011719 
0.000000 	 -0.009766 
0.000000 	 -0.011719 
0.007812 	 -0.013672 
0.007812 	 -0.011719 
0.011719 	 -0.009766 
0.011719 	 -0.007812 
0.015625 	 -0.009766 
0.015625 	 -0.011719 
0.023438 	 -0.009766 
0.019531 	 -0.007812 
0.027344 	 -0.009766 
0.027344 	 -0.007812 
0.031250 	 -0.005859 
0.027344 	 -0.007812 
0.027344 	 -0.005859 
0.031250 	 -0.003906 
0.027344 	 -0.005859 
0.031250 	 -0.007812 
0.031250 	 -0.005859 
0.035156 	 -0.003906 
0.031250 	 -0.005859 
0.035156 	 -0.003906 
0.039062 	 -0.001953 
0.042969 	 0.000000 
0.046875 	 -0.001953 
0.042969 	 0.000000 
0.042969 	 0.001953 
0.046875 	 0.003906 
0.042969 	 0.005859 
0.039062 	 0.003906 
0.039062 	 0.001953 
0.046875 	 0.000000 
0.046875 	 -0.001953 
0.046875 	 0.000000 
0.054688 	 -0.001953 
0.058594 	 -0.003906 
0.054688 	 -0.001953 
0.054688 	 -0.003906 
0.050781 	 -0.001953 
0.046875 	 0.000000 
0.042969 	 0.001953 
0.046875 	 0.000000 
0.046875 	 -0.001953 
0.039062 	 0.000000 
0.035156 	 -0.001953 
0.031250 	 0.000000 
0.039062 	 0.001953 
0.042969 	 0.000000 
0.050781 	 0.001953 
0.054688 	 0.000000 
0.058594 	 0.001953 
0.058594 	 0.000000 
0.058594 	 0.001953 
0.058594 	 0.003906 
0.054688 	 0.001953 
0.046875 	 0.003906 
0.050781 	 0.005859 
0.046875 	 0.003906 
0.042969 	 0.001953 
0.039062 	 0.003906 
0.039062 	 0.001953 
0.035156 	 0.003906 
0.039062 	 0.001953 
0.046875 	 0.003906 
0.046875 	 0.005859 
0.042969 	 0.003906 
0.039062 	 0.005859 
0.035156 	 0.003906 
0.039062 	 0.001953 
0.035156 	 0.003906 
0.039062 	 0.005859 
0.035156 	 0.007812 
0.039062 	 0.005859 
0.039062 	 0.003906 
0.039062 	 0.001953 
0.035156 	 0.000000 
0.039062 	 -0.001953 
0.042969 	 0.000000 
0.039062 	 0.001953 
0.039062 	 0.000000 
0.039062 	 -0.001953 
0.046875 	 0.000000 
0.042969 	 0.001953 
0.046875 	 0.000000 
0.042969 	 -0.001953 
0.046875 	 0.000000 
0.050781 	 -0.001953 
0.054688 	 0.000000 
0.054688 	 -0.001953 
0.050781 	 0.000000 
0.046875 	 0.001953 
0.046875 	 0.003906 
0.050781 	 0.001953 
0.050781 	 0.000000 
0.042969 	 0.001953 
0.042969 	 0.000000 
0.039062 	 0.001953 
0.035156 	 0.000000 
0.031250 	 -0.001953 
0.035156 	 -0.003906 
0.035156 	 -0.005859 
0.035156 	 -0.003906 
0.042969 	 -0.001953 
0.039062 	 0.000000 
0.042969 	 -0.001953 
0.042969 	 -0.003906 
0.042969 	 -0.005859 
0.046875 	 -0.003906 
0.046875 	 -0.005859 
0.046875 	 -0.007812 
0.042969 	 -0.009766 
0.042969 	 -0.007812 
0.042969 	 -0.009766 
0.046875 	 -0.011719 
0.046875 	 -0.009766 
0.042969 	 -0.007812 
0.042969 	 -0.009766 
0.042969 	 -0.007812 
0.042969 	 -0.009766 
0.046875 	 -0.011719 
0.042969 	 -0.009766 
0.046875 	 -0.007812 
0.050781 	 -0.009766 
0.050781 	 -0.007812 
0.054688 	 -0.009766 
0.058594 	 -0.007812 
0.058594 	 -0.005859 
0.054688 	 -0.007812 
0.050781 	 -0.005859 
0.046875 	 -0.003906 
0.046875 	 -0.005859 
0.042969 	 -0.007812 
0.039062 	 -0.009766 
0.042969 	 -0.011719 
0.042969 	 -0.013672 
0.046875 	 -0.015625 
0.050781 	 -0.017578 
0.054688 	 -0.019531 
0.058594 	 -0.021484 
0.058594 	 -0.019531 
0.054688 	 -0.021484 
0.050781 	 -0.023438 
0.046875 	 -0.025391 
0.046875 	 -0.027344 
0.046875 	 -0.025391 
0.046875 	 -0.027344 
0.046875 	 -0.029297 
0.046875 	 -0.031250 
0.046875 	 -0.029297 
0.050781 	 -0.031250 
0.054688 	 -0.033203 
0.050781 	 -0.035156 
0.042969 	 -0.033203 
0.042969 	 -0.035156 
0.042969 	 -0.037109 
0.046875 	 -0.035156 
0.042969 	 -0.037109 
0.042969 	 -0.035156 
0.042969 	 -0.033203 
0.050781 	 -0.035156 
0.046875 	 -0.037109 
0.050781 	 -0.035156 
0.050781 	 -0.033203 
0.046875 	 -0.035156 
0.046875 	 -0.037109 
0.046875 	 -0.035156 
0.042969 	 -0.033203 
0.035156 	 -0.031250 
0.035156 	 -0.033203 
0.027344 	 -0.031250 
0.019531 	 -0.033203 
0.019531 	 -0.031250 
0.023438 	 -0.029297 
0.023438 	 -0.027344 
0.023438 	 -0.025391 
0.027344 	 -0.023438 
0.023438 	 -0.021484 
0.023438 	 -0.019531 
0.023438 	 -0.017578 
0.027344 	 -0.019531 
0.027344 	 -0.017578 
0.027344 	 -0.019531 
0.023438 	 -0.017578 
0.031250 	 -0.019531 
0.023438 	 -0.017578 
0.027344 	 -0.019531 
0.031250 	 -0.017578 
0.039062 	 -0.015625 
0.042969 	 -0.017578 
0.042969 	 -0.015625 
0.039062 	 -0.013672 
0.039062 	 -0.011719 
0.035156 	 -0.009766 
0.031250 	 -0.011719 
0.031250 	 -0.009766 
0.027344 	 -0.011719 
0.031250 	 -0.009766 
0.035156 	 -0.007812 
0.039062 	 -0.009766 
0.046875 	 -0.011719 
0.042969 	 -0.013672 
0.042969 	 -0.015625 
0.039062 	 -0.013672 
0.039062 	 -0.015625 
0.035156 	 -0.017578 
0.035156 	 -0.019531 
0.035156 	 -0.021484 
0.039062 	 -0.023438 
0.046875 	 -0.021484 
0.046875 	 -0.019531 
0.050781 	 -0.021484 
0.050781 	 -0.019531 
0.042969 	 -0.021484 
0.042969 	 -0.023438 
0.046875 	 -0.021484 
0.050781 	 -0.019531 
0.050781 	 -0.021484 
0.054688 	 -0.023438 
0.054688 	 -0.021484 
0.054688 	 -0.023438 
0.054688 	 -0.025391 
0.050781 	 -0.027344 
0.050781 	 -0.029297 
0.046875 	 -0.031250 
0.046875 	 -0.033203 
0.042969 	 -0.035156 
0.042969 	 -0.033203 
0.039062 	 -0.031250 
0.042969 	 -0.029297 
0.042969 	 -0.031250 
0.035156 	 -0.033203 
0.035156 	 -0.035156 
0.031250 	 -0.037109 
0.027344 	 -0.039062 
0.031250 	 -0.037109 
0.035156 	 -0.039062 
0.035156 	 -0.037109 
0.031250 	 -0.035156 
0.035156 	 -0.033203 
0.039062 	 -0.035156 
0.042969 	 -0.037109 
0.039062 	 -0.035156 
0.039062 	 -0.037109 
0.035156 	 -0.039062 
0.031250 	 -0.037109 
0.027344 	 -0.035156 
0.031250 	 -0.037109 
0.027344 	 -0.035156 
0.027344 	 -0.033203 
0.023438 	 -0.035156 
0.023438 	 -0.033203 
0.019531 	 -0.031250 
0.015625 	 -0.033203 
0.011719 	 -0.035156 
0.011719 	 -0.033203 
0.011719 	 -0.035156 
0.011719 	 -0.033203 
0.007812 	 -0.031250 
0.007812 	 -0.033203 
0.007812 	 -0.031250 
0.011719 	 -0.029297 
0.003906 	 -0.027344 
0.003906 	 -0.025391 
0.000000 	 -0.023438 
0.000000 	 -0.025391 
-0.003906 	 -0.027344 
-0.003906 	 -0.025391 
0.003906 	 -0.023438 
0.007812 	 -0.021484 
0.011719 	 -0.019531 
0.011719 	 -0.017578 
0.011719 	 -0.015625 
0.015625 	 -0.013672 
0.015625 	 -0.011719 
0.011719 	 -0.013672 
0.011719 	 -0.015625 
0.011719 	 -0.013672 
0.015625 	 -0.011719 
0.015625 	 -0.009766 
0.011719 	 -0.011719 
0.015625 	 -0.013672 
0.019531 	 -0.011719 
0.019531 	 -0.009766 
0.019531 	 -0.007812 
0.015625 	 -0.005859 
0.023438 	 -0.007812 
0.027344 	 -0.009766 
0.019531 	 -0.007812 
0.015625 	 -0.009766 
0.015625 	 -0.011719 
0.011719 	 -0.013672 
0.011719 	 -0.011719 
0.011719 	 -0.013672 
0.007812 	 -0.011719 
0.011719 	 -0.013672 
0.015625 	 -0.015625 
0.015625 	 -0.017578 
0.007812 	 -0.019531 
0.007812 	 -0.021484 
0.007812 	 -0.019531 
0.011719 	 -0.017578 
0.007812 	 -0.015625 
0.000000 	 -0.013672 
0.003906 	 -0.011719 
0.007812 	 -0.013672 
0.003906 	 -0.011719 
0.000000 	 -0.009766 
0.000000 	 -0.011719 
0.003906 	 -0.009766 
0.000000 	 -0.007812 
-0.003906 	 -0.005859 
0.000000 	 -0.003906 
0.003906 	 -0.005859 
0.003906 	 -0.007812 
0.003906 	 -0.009766 
0.007812 	 -0.007812 
0.000000 	 -0.009766 
0.003906 	 -0.011719 
0.003906 	 -0.009766 
0.011719 	 -0.011719 
0.015625 	 -0.009766 
0.019531 	 -0.007812 
0.015625 	 -0.005859 
0.019531 	 -0.007812 
0.027344 	 -0.009766 
0.031250 	 -0.011719 
0.027344 	 -0.009766 
0.023438 	 -0.007812 
0.023438 	 -0.005859 
0.019531 	 -0.003906 
0.015625 	 -0.005859 
0.015625 	 -0.003906 
0.015625 	 -0.001953 
0.019531 	 0.000000 
0.011719 	 0.001953 
0.011719 	 0.000000 
0.019531 	 -0.001953 
0.015625 	 0.000000 
0.019531 	 -0.001953 
0.019531 	 0.000000 
0.023438 	 -0.001953 
0.019531 	 -0.003906 
0.015625 	 -0.005859 
0.019531 	 -0.007812 
0.015625 	 -0.005859 
0.023438 	 -0.003906 
0.023438 	 -0.005859 
0.023438 	 -0.007812 
0.019531 	 -0.009766 
0.023438 	 -0.007812 
0.023438 	 -0.009766 
0.031250 	 -0.007812 
0.031250 	 -0.005859 
0.031250 	 -0.003906 
0.023438 	 -0.005859 
0.019531 	 -0.007812 
0.015625 	 -0.009766 
0.023438 	 -0.007812 
0.023438 	 -0.005859 
0.027344 	 -0.003906 
0.023438 	 -0.005859 
0.027344 	 -0.007812 
0.031250 	 -0.005859 
0.035156 	 -0.007812 
0.027344 	 -0.005859 
0.027344 	 -0.003906 
0.023438 	 -0.001953 
0.019531 	 -0.003906 
0.019531 	 -0.005859 
0.027344 	 -0.007812 
0.019531 	 -0.009766 
0.023438 	 -0.011719 
0.027344 	 -0.009766 
0.027344 	 -0.007812 
0.031250 	 -0.005859 
0.031250 	 -0.007812 
0.035156 	 -0.005859 
0.035156 	 -0.003906 
0.035156 	 -0.005859 
0.039062 	 -0.007812 
0.035156 	 -0.009766 
0.031250 	 -0.007812 
0.027344 	 -0.005859 
0.027344 	 -0.007812 
0.027344 	 -0.009766 
0.027344 	 -0.007812 
0.019531 	 -0.005859 
0.019531 	 -0.007812 
0.019531 	 -0.005859 
0.019531 	 -0.007812 
0.011719 	 -0.009766 
0.015625 	 -0.011719 
0.015625 	 -0.013672 
0.015625 	 -0.011719 
0.015625 	 -0.009766 
0.019531 	 -0.007812 
0.015625 	 -0.005859 
0.019531 	 -0.007812 
0.015625 	 -0.005859 
0.019531 	 -0.007812 
0.015625 	 -0.009766 
0.011719 	 -0.007812 
0.007812 	 -0.009766 
0.007812 	 -0.011719 
0.003906 	 -0.009766 
0.007812 	 -0.007812 
0.003906 	 -0.009766 
-0.003906 	 -0.011719 
0.000000 	 -0.009766 
0.000000 	 -0.007812 
0.000000 	 -0.005859 
0.000000 	 -0.003906 
0.000000 	 -0.005859 
0.007812 	 -0.007812 
0.011719 	 -0.005859 
0.011719 	 -0.007812 
0.015625 	 -0.005859 
0.015625 	 -0.007812 
0.019531 	 -0.009766 
0.019531 	 -0.007812 
0.011719 	 -0.005859 
0.011719 	 -0.003906 
0.015625 	 -0.001953 
0.015625 	 0.000000 
0.019531 	 0.001953 
0.019531 	 0.000000 
0.023438 	 -0.001953 
0.031250 	 -0.003906 
0.039062 	 -0.001953 
0.042969 	 -0.003906 
0.046875 	 -0.001953 
0.042969 	 0.000000 
0.050781 	 0.001953 
0.046875 	 0.000000 
0.042969 	 0.001953 
0.046875 	 0.003906 
0.050781 	 0.005859 
0.046875 	 0.007812 
0.050781 	 0.005859 
0.046875 	 0.007812 
0.050781 	 0.009766 
0.046875 	 0.007812 
0.042969 	 0.009766 
0.046875 	 0.007812 
0.046875 	 0.009766 
0.046875 	 0.011719 
0.042969 	 0.013672 
0.035156 	 0.011719 
0.039062 	 0.009766 
0.039062 	 0.011719 
0.039062 	 0.013672 
0.035156 	 0.011719 
0.039062 	 0.013672 
0.035156 	 0.015625 
0.039062 	 0.013672 
0.031250 	 0.015625 
0.027344 	 0.013672 
0.031250 	 0.015625 
0.027344 	 0.017578 
0.023438 	 0.015625 
0.031250 	 0.013672 
0.035156 	 0.015625 
0.039062 	 0.017578 
0.039062 	 0.015625 
0.035156 	 0.013672 
0.039062 	 0.011719 
0.042969 	 0.009766 
0.042969 	 0.007812 
0.042969 	 0.005859 
0.042969 	 0.003906 
0.035156 	 0.005859 
0.031250 	 0.007812 
0.031250 	 0.005859 
0.031250 	 0.007812 
0.031250 	 0.005859 
0.031250 	 0.003906 
0.027344 	 0.005859 
0.027344 	 0.007812 
0.027344 	 0.009766 
0.027344 	 0.007812 
0.031250 	 0.009766 
0.035156 	 0.011719 
0.039062 	 0.013672 
0.042969 	 0.015625 
0.039062 	 0.017578 
0.035156 	 0.015625 
0.039062 	 0.013672 
0.039062 	 0.015625 
0.042969 	 0.017578 
0.042969 	 0.019531 
0.046875 	 0.017578 
0.046875 	 0.019531 
0.050781 	 0.017578 
0.050781 	 0.015625 
0.050781 	 0.017578 
0.054688 	 0.015625 
0.054688 	 0.013672 
0.058594 	 0.011719 
0.050781 	 0.009766 
0.050781 	 0.007812 
0.046875 	 0.005859 
0.050781 	 0.007812 
0.054688 	 0.005859 
0.058594 	 0.007812 
0.058594 	 0.005859 
0.062500 	 0.007812 
0.066406 	 0.005859 
0.070312 	 0.003906 
0.074219 	 0.005859 
0.074219 	 0.003906 
0.078125 	 0.001953 
0.070312 	 0.003906 
0.070312 	 0.001953 
0.066406 	 0.000000 
0.058594 	 -0.001953 
0.058594 	 0.000000 
0.062500 	 -0.001953 
0.066406 	 -0.003906 
0.058594 	 -0.001953 
0.066406 	 -0.003906 
0.066406 	 -0.005859 
0.070312 	 -0.003906 
0.070312 	 -0.001953 
0.070312 	 -0.003906 
0.074219 	 -0.005859 
0.066406 	 -0.007812 
0.070312 	 -0.009766 
0.070312 	 -0.011719 
0.074219 	 -0.013672 
0.066406 	 -0.011719 
0.066406 	 -0.009766 
0.066406 	 -0.011719 
0.058594 	 -0.013672 
0.066406 	 -0.011719 
0.070312 	 -0.009766 
0.078125 	 -0.011719 
0.074219 	 -0.013672 
0.066406 	 -0.011719 
0.066406 	 -0.013672 
0.074219 	 -0.011719 
0.074219 	 -0.009766 
0.070312 	 -0.007812 
0.070312 	 -0.005859 
0.070312 	 -0.003906 
0.066406 	 -0.005859 
0.066406 	 -0.003906 
0.070312 	 -0.005859 
0.070312 	 -0.003906 
0.070312 	 -0.001953 
0.074219 	 -0.003906 
0.070312 	 -0.001953 
0.074219 	 -0.003906 
0.074219 	 -0.005859 
0.078125 	 -0.007812 
0.078125 	 -0.005859 
0.078125 	 -0.007812 
0.082031 	 -0.005859 
0.078125 	 -0.007812 
0.078125 	 -0.009766 
